author	description	retweet
SmashyPlays9813	I liked a @YouTube video https://t.co/ZrIo8zwX0X Super Mario Odd is He (Super Mario Odyssey Parody)	false
KirbyAustria	I liked a @YouTube video https://t.co/acVR1WsZm5 Jump Up, Super Star - SUPER MARIO ODYSSEY - Part 8 - Alpharad	false
reddeadblaze123	RT @NintendoAmerica: GamesBeat calls it “…another Mario all-time classic…” Don’t miss Super Mario Odyssey.	true
LTsabiras	I liked a @YouTube video https://t.co/y1JrUiytxb SUPER MARIO ODYSSEY (Honest Game Trailers)	false
Sk3tchyG	RT @8bitdo: Who's playing Mario Odyssey? https://t.co/asb76L01Kn	true
_libro	RT @Rockafella_Fonz: Mario and Cappy!  8.5x11 @copicmarker   Super Mario Odyssey is probably one of my favorite games this year and prob… 	true
BlethenCharlie	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
ShonenChris	@NamraJab but... but... but... what about Mario Odyssey?	false
GameDataLibrary	The Japan Monthly Report comes back after a slight delay with Super Mario Odyssey as the best selling title. https://t.co/NzalLH1AJU	false
SnivyOfficial	It's between Super Mario Odyssey and Lego Marvel Superheroes 2 for my next Switch game.	false
thegreatsch	RT @lilMissMisan_: I ship it  #SuperMarioOdyssey #NintendoSwitch https://t.co/iJ4Si3MbiF	true
Qwiplash	RT @OnlyAfroGames: A buggy incomplete physics engine early access game is probably going to beat both Zelda and Mario in goty. Let tha… 	true
LordPantsu	Tfw it's payday. Time to pick up Mario Odyssey and possibly Fire Emblem Warriors.	false
RealLML123	RT @JMCSpike: Super Mario Odyssey is so flippin' fun, my dude. I can't contain my excitement. https://t.co/ShyGppBKOk	true
jonrstanley	RT @Hydro1700: That was so close! @NintendoUK #SuperMarioOdyssey #NintendoSwitch https://t.co/KM0q3wsAfM	true
Skyshark3000	I liked a @YouTube video https://t.co/cEL4u4WIna Super Mario Odyssey - Jump Up, Super Star! (Theme song)	false
AboveColin	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/ujFqV85yO4	false
mr_skip_ad	RT @jacksfilms: Super Mario Odyssey is my favorite TV show right now	true
n1keman_SH	Brilliant, as always. https://t.co/s0ENJZQjTD	false
2BSOSA	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
108	RT @heathercampbell: This #SuperMarioOdyssey NPC sure sounds like he's saying, "I just want to die. I just hate myself." #NintendoSwitch ht…	true
rafatags	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
NamraJab	RT @ShonenChris: @NamraJab but... but... but... what about Mario Odyssey?	true
Man_US_5	Super Mario Odyssey is my pick for Best Score/Music @thegameawards - Live on December 7 https://t.co/QRNeeia2KV	false
ShadowMaster862	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
The_Archduke45	RT @Wario64: The Game Awards nominees: https://t.co/eXIgMNobMa GOTY nominees: • Zelda: Breath of the Wild • Super Mario Odyssey… 	true
KhalidPrecious	Just finished Mario Odyssey and it was the best mario game I’ve ever played!	false
BoyBaloon	I turned myself into a Mario, Morty... IM MARIO RIIIIIIICCKKkk   #SuperMarioOdyssey #NintendoSwitch https://t.co/m83gJT0QSj	false
CHAOTIKZYT	Super Mario Odyssey is my pick for Best Family Game @thegameawards - Live on December 7 https://t.co/d6HL0Jg4XC	false
kihyuks_	i hve a damn essay to write and my brother decides to play mario odyssey and make me do all the cooking hom IE GET YOUR ASS UP AND COOK PLS	false
SSB_AirGordon	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
kumapaws376	I liked a @YouTube video https://t.co/XjNR88yGJU The Brilliance of Mario's Movement in Super Mario Odyssey.	false
UhmmmmHello	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
PickleFISH96	RT @PressStartKofi: “Why is Super Lucky’s Tale reviewed so low and Mario Odyssey so high? They are basically the same game”  Me: ummm https…	true
vinikun_br	Super Mario Odyssey is my pick for Best Score/Music @thegameawards - Live on December 7 https://t.co/slzFgSBIoX	false
Lolowub	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/4jtk4GRiZc  I'd pick Persona 5 if I had played it.	false
Yiminy_Cricket	RT @PixelMatt64: >NieR Automata got snubbed on GOTY and we got PUBG  I'm done https://t.co/u6T1fyhc9E	true
tent_apple	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
xephyrss	RT @coastward: me at 10am: i'll get my room cleaned and work tons on my game today!  me 20 minutes later: play mario odyssey for 8 hours	true
jucaneto800001	RT @Rockafella_Fonz: Mario and Cappy!  8.5x11 @copicmarker   Super Mario Odyssey is probably one of my favorite games this year and prob… 	true
olivercarder	In case I didn't scream at you in person about it yet: Super Mario Odyssey is delightful.   #drawingaday #drawing #sketch #art #digitalart #doodle #illustration #cartoons #mario #supermario #supermarioodyssey #marioodyssey #cappy #nintendo #nintendoswitch #videogames #mariobros https://t.co/egQVahyNn4	false
tLoIbra	One of my favourite! The snapshot mode is great. #SuperMarioOdyssey #NintendoSwitch https://t.co/IfjunmKU9E	false
Connortwit	I liked a @YouTube video https://t.co/kS9HcWOC2E SUPER MARIO ODYSSEY (Honest Game Trailers)	false
The_Archduke45	RT @Cowctus: GOTY Awards:  Zelda Mario Odyssey PUBG Persona 5 Horizon Zero Dawn  >PUBG >Horizon >Nier nowhere to be found https://t.co/Nc73…	true
kingkiio	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
noskap	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
turbovikki	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
housebeImont	RT @OnlyAfroGames: A buggy incomplete physics engine early access game is probably going to beat both Zelda and Mario in goty. Let tha… 	true
AxelTheKid_	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
danielandreas3n	RT @Qtiless: Thank you @nintendo for making this amazing game #SuperMarioOdyssey #NintendoSwitch https://t.co/nmYsgpCx3k	true
firelord48	I liked a @YouTube video https://t.co/YAc8U3u8fd THE RING KEEPER - SUPER MARIO ODYSSEY Part 2	false
Senpai_Eric5	RT @AeroViro: What the shibe in Super Mario Odyssey actually sounds like https://t.co/dCkxeAMlRA	true
HapaxLegoman	Excuse me WHY are there humans running the shop in [redacted] in Super Mario Odyssey???	false
dweebozoid	in today's episode of mario odyssey dan made a reference to the princess bride and I died a thousand deaths I love him so!!!	false
Riverstoney	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
CalebM012102	Swiggity Swooty, Mario's Coming for That Booty.  #SuperMarioOdyssey #NintendoSwitch https://t.co/gHDLnBNdot	false
Qwiplash	RT @nickchester: I'm glad we all agree this is GOTY. #SuperMarioOdyssey #NintendoSwitch https://t.co/tyZIqQ5LlK	true
HardLuckHero	Same. Solid B+ game IMO, but now I’m just like, “So it’s a grind fest orrrrr?” The moons now feel like the Korok Poop. https://t.co/1TSzZTHH79	false
AqUa_iGamer	I liked a @YouTube video https://t.co/WzUaIuhPPn Jump Up, Super Star - SUPER MARIO ODYSSEY - Part 8 - Alpharad	false
yungnickleback	RT @OnlyAfroGames: A buggy incomplete physics engine early access game is probably going to beat both Zelda and Mario in goty. Let tha… 	true
angel_00xiii	RT @suprise_news: ROM Hack Classics: it's Super Mario Odyssey from 2004. Enjoy this impressive demo hack today for no special reason… 	true
angel_00xiii	RT @snescentral: They swiped your hack name, dude! https://t.co/NNJuHOyZV3	true
CrispyChrisDK	best photo ive taken :) #SuperMarioOdyssey #NintendoSwitch https://t.co/dDRgUkigce	false
ItsLeeHongbin	Super Mario Odyssey is my pick for Best Audio Design @thegameawards - Live on December 7 https://t.co/cqRgmp1sSt	false
jairbreaux	So two actual finished games like Nier and Cuphead don’t make it but some beta add on does? Fuck these awards. https://t.co/Q4rVmLmnh3	false
B8Gmun	o ya go me #SuperMarioOdyssey #NintendoSwitch https://t.co/s1HF5gNpwP	false
CasualOtaku15	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
henryqez1	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/3GxunGwBgq	false
MildRemedy	Fun movement part 2 #SuperMarioOdyssey #NintendoSwitch https://t.co/43Z5ejJcQH	false
Hanayochip	RT @Wario64: The Game Awards nominees: https://t.co/eXIgMNobMa GOTY nominees: • Zelda: Breath of the Wild • Super Mario Odyssey… 	true
wesleymacd	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/3rmM25nMCk	false
CrappyRel	RT @ZoomyRamen: No Nier or Yakuza 0 but an early access game   Ok lads https://t.co/T03tyFW3x4	true
pmcroofplays	Frogskip #SuperMarioOdyssey #NintendoSwitch https://t.co/Tshl2LeLJP	false
_Pbloo	@REDPANDAMANGO I think its a great game but compared to mario odyssey the gameplay is kinda stale but its all my opinon and people did not like to hear my opinon	false
a__moody_	RT @heathercampbell: This #SuperMarioOdyssey NPC sure sounds like he's saying, "I just want to die. I just hate myself." #NintendoSwitch ht…	true
ZendoCrescendo	Thanks Toadette #SuperMarioOdyssey #NintendoSwitch https://t.co/AQPHOPHh9O	false
KJTheEmperor	RT @Wario64: The Game Awards nominees: https://t.co/eXIgMNobMa GOTY nominees: • Zelda: Breath of the Wild • Super Mario Odyssey… 	true
C1oudyspecs	Super Mario Odyssey is my pick for Best Score/Music @thegameawards - Live on December 7 https://t.co/k3DoHg19z2	false
avaris15	@PleasantKenobi Naturally. It’s why I’m enjoying Mario Odyssey so much right now. None of that bullshit.	false
ItsLeeHongbin	Super Mario Odyssey is my pick for Best Family Game @thegameawards - Live on December 7 https://t.co/cqRgmp1sSt	false
MWarbreadsky	Super Mario Odyssey is my pick for Best Action/Adventure Game @thegameawards - Live on December 7 https://t.co/2VSGuNbRhD	false
TheEpicWolf	@NeonPinkJenna I'm only going back to D2 when the DLC drops, been on AC: Origins and Mario Odyssey lately. Could be fun trying AW again!	false
PepperedHam	RT @heathercampbell: This #SuperMarioOdyssey NPC sure sounds like he's saying, "I just want to die. I just hate myself." #NintendoSwitch ht…	true
SawftSoup	Changing subjects: Mario Odyssey is winning game of the year. Calling it.	false
fluffyman85	RT @NichtSascha: I found a glitch in #SuperMarioOdyssey's 2 Player-mode that lets Cappy kill Mario when capturing a Piranha Plant.… 	true
AlexAndHisPants	The Mario Odyssey theme is so perfectly uplifting for this moment and I may or may not be listening to it on repeat and having feels at my desk. SO HAPPY	false
ShofuBeatdown	RT @PKSparkxx: Tonight's going to be a hype night! Continuing to 100% #SuperMarioOdyssey, then we're playing Smash! One wave VS Vi… 	true
KayHerrera1	RT @Volta_Bass: People got stuck playing the fishing minigame in Nier Automata... again. https://t.co/BEQAmQAMXv	true
kierend60	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
suggs_blake	RT @DreaminErryDay: Mario Odyssey has me excited for Mario again because they're treating Mario like a mascot once more and not confini… 	true
Valkian24	RT @heathercampbell: This #SuperMarioOdyssey NPC sure sounds like he's saying, "I just want to die. I just hate myself." #NintendoSwitch ht…	true
arejaylol	@HawaiianSavage THIS LOL https://t.co/5A4MDml0jD	false
C1oudyspecs	Super Mario Odyssey is my pick for Best Family Game @thegameawards - Live on December 7 https://t.co/k3DoHg19z2	false
UnknownFortune	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/QZO8W7Fznk	false
LunaDragofelis	RT @FancyNightSFM: I broke it #SuperMarioOdyssey #NintendoSwitch https://t.co/kfRY0ynLy7	true
Jetke2	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
AlSanya	Hesitant to post this... if you would like to see the progress I made with this #PrincessPeach Animated gif, here it is. Need to animate 1 more outfit and then add colours. #SuperMarioOdyssey #sketch https://t.co/iKahtt3ImO	false
wesleymacd	Super Mario Odyssey is my pick for Best Score/Music @thegameawards - Live on December 7 https://t.co/3rmM25nMCk	false
iammarcus93	RT @OnlyAfroGames: A buggy incomplete physics engine early access game is probably going to beat both Zelda and Mario in goty. Let tha… 	true
PalmTreePapi	We playin Mario Odyssey	false
suggs_blake	RT @PixelMatt64: >NieR Automata got snubbed on GOTY and we got PUBG  I'm done https://t.co/u6T1fyhc9E	true
protospork	ok I got what I needed out of this game #SuperMarioOdyssey #NintendoSwitch https://t.co/oTG7KJYunL	false
JermJermJermJer	grabby boy lineup #SuperMarioOdyssey #NintendoSwitch https://t.co/AyrzIL9awb	false
Whiffy5	My favorite boss from #SuperMarioOdyssey . Speed Draw coming soon! https://t.co/a8iaiXV8Y6	false
Bashton2723	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
BeerStix	RT @heathercampbell: This #SuperMarioOdyssey NPC sure sounds like he's saying, "I just want to die. I just hate myself." #NintendoSwitch ht…	true
AGPianist	SO ONE OF MY FRIEND'S MOM CALLED SUPER MARIO ODYSSEY "CAP HEAD" AND THAT INSPIRED ME TO MAKE THIS MASTERPIECE https://t.co/IWY9R6tTG8	false
Condmaker	RT @OnlyAfroGames: A buggy incomplete physics engine early access game is probably going to beat both Zelda and Mario in goty. Let tha… 	true
Lordnbz	Realised that the last 3 major Mario & Zelda games have all released in the same year  2011: Super Mario 3D Land & Skyward Sword  2013: Super Mario 3D World & Link Between Worlds  2017: Super Mario Odyssey & Breath of the Wild	false
NSwitchShots	RT @Zer0DucksGiven: Here's another #SuperMarioOdyssey #NintendoSwitch https://t.co/fL7vYWBn3l	true
Kamooalii	Super Mario Odyssey is my pick for Best Action/Adventure Game @thegameawards - Live on December 7 https://t.co/ga2g65B2hu	false
Megidolaon49	RT @reedrichardss: fun #SuperMarioOdyssey thing i noticed: other than the famicom cap, marios mechanic outfit has patches for some of… 	true
Indyfuzzy101	I liked a @YouTube video https://t.co/t1IH29ovbT Jump Up, Super Star - SUPER MARIO ODYSSEY - Part 8 - Alpharad	false
heroslash64	Well hey would you look at that #SuperMarioOdyssey #NintendoSwitch https://t.co/aDIXOE6ufS	false
CinnaMurdoch	RT @NichtSascha: I found a glitch in #SuperMarioOdyssey's 2 Player-mode that lets Cappy kill Mario when capturing a Piranha Plant.… 	true
xHardlyNormal	First off, congrats Australia, you're doing great, sweetie!  Second off, I see Super Mario Odyssey: Breath of the Wild is trending https://t.co/TkJm89kTkz	false
Nomis128D	Wow, I got one more than you John! @dark1x #SuperMarioOdyssey #NintendoSwitch https://t.co/0LGLJSjpdT	false
flippin_lipids	RT @OnlyAfroGames: A buggy incomplete physics engine early access game is probably going to beat both Zelda and Mario in goty. Let tha… 	true
itzreallyFinn	RT @NintendoAmerica: GamesBeat calls it “…another Mario all-time classic…” Don’t miss Super Mario Odyssey.	true
AMWalker320	RT @SwimmingBird941: Mario goes the way of the samurai as we make our final climb up Bowser's Castle in Super Mario Odyssey https://t.co/GV…	true
aurukel	RT @stoneclasher: #SuperMarioOdyssey #NintendoSwitch The cause #glitch @nintendo https://t.co/Ebqj4OUVoZ	true
JeyListen	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
VictoryStar926	RT @Lordnbz: Realised that the last 3 major Mario & Zelda games have all released in the same year  2011: Super Mario 3D Land &… 	true
