author	description	retweet
EnzasBargains	RT @MomsWhoSave: #ad Look for specially-marked Post/Nintendo boxes for your chance to #WIN 1 of 500 Nintendo Switch Console + New Su… 	true
ramonontheweb	i uhhhh..... i hit the wrong button #SuperMarioOdyssey #NintendoSwitch https://t.co/zXQAJGYLbO	false
Grohknar	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
X3LGaming	RT @jRodyWalker: Last night was crazy I beat Super Mario Odyssey in like 30 seconds. Probably the fastest anyone as ever done it eve… 	true
SupraMayro	14th place! #SuperMarioOdyssey #NintendoSwitch https://t.co/TloZxxyEuY	false
BonesMcJones	I have spent the better part of my night taking dumb photos in #SuperMarioOdyssey. I’m not sure why it’s so entertaining... But it is!	false
lonqueue	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
Rangers2nd	RT @NintendoAmerica: GamesBeat calls it “…another Mario all-time classic…” Don’t miss Super Mario Odyssey.	true
Thesexyspartan	I liked a @YouTube video https://t.co/TLZs5ws7Dn Jump Up, Super Star - SUPER MARIO ODYSSEY - Part 8 - Alpharad	false
guidednyc	RT @CrayZBees: Win 1 of 500 Nintendo Switch Console + New Super Mario Odyssey Video Game Prize Pack from @PostHoneycomb  Ends 3/31… 	true
The_Bromethius	RT @jacksfilms: Super Mario Odyssey is my favorite TV show right now	true
michaelcabangba	RT @kiravera8: Mario Odyssey and BOTW outfit swap! #nintendo https://t.co/1Orr1LIIq0	true
drypiss	ive been pooping for 30 minutes because of mario odyssey	false
SupraMayro	17th place! #SuperMarioOdyssey #NintendoSwitch https://t.co/e6NH1X7VaT	false
YouOdysseyThis	RT @SupraMayro: 17th place! #SuperMarioOdyssey #NintendoSwitch https://t.co/e6NH1X7VaT	true
salehh__h	Super Mario Odyssey is my pick for Best Game Direction @thegameawards - Live on December 7 https://t.co/T8NGCTi43S	false
danielurb01	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
OfficialMrDark	I liked a @YouTube video https://t.co/JujdNZxyqH Super Mario Odyssey: Starting an Episode - PART 13 - Game Grumps	false
JWolffmeister	@Sarki241 Odyssey does have some refreshed conventions, no doubt. I just think the contrast is greater between it and Breath of the Wild. My final point in saying all of this is that I really just think there MAY be other games deserving one of those 5 nominations over Mario.	false
JustGamer22	@JackmoveJohnny No. it's because it isn't as great as Mario Odyssey or Zelda BotW, you do know that you're acting just like CrapGamer and Mooch78...	false
Retrosoul22	@PagodaWestGames I love Mania. But damn is it’s competition rough. It’s not going to win. Mario will. But all of the games here are amazing. Especially Mania and Odyssey.	false
Antasma1	Super Mario Odyssey is my pick for Best Game Direction @thegameawards - Live on December 7 https://t.co/4J3o4Bg5wd	false
johnrosin	mario sit, drowned, as cappy live on #SuperMarioOdyssey #NintendoSwitch https://t.co/bGoJmdwnqp	false
SupraMayro	This was a tough one, interested in improving it further though. #SuperMarioOdyssey #NintendoSwitch https://t.co/fbzqZO7d0H	false
Trogga98	Super Mario Odyssey is my pick for Best Game Direction @thegameawards - Live on December 7 https://t.co/VKirSu3pdn	false
PersonaSpace	1) Nier Automata 2) Final Fantasy XIV Stormblood 3) Sonic Mania 4) Super Mario Odyssey 5) Legend of Zelda Breath of the Wild	false
cherry_karee	And he brought home Super Mario Odyssey for the Nintendo switch yay #winning	false
__griffin_	@erikuh__ Not yet! I just beat the story on Mario Odyssey and I’m looking forward to playing Breath of the Wild on switch 😊	false
NoLimit42	And with that, I've 100% all of Super Mario Odyssey on stream!  Thanks to @DirtDawg41 and @TDembinsky for helping co-commentate.	false
derek_wolve24	RT @NintendoAmerica: Described as “…the greatest Super Mario title released to-date…” by USGamer. #SuperMarioOdyssey on #NintendoSwitch is…	true
deadmemes69420	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
killalyssuh	RT @drypiss: ive been pooping for 30 minutes because of mario odyssey	true
jacdhalina	RT @beesmygod: oh no reggie dont...stand like that https://t.co/4Iil9Kew95	true
Simsim_S9	I see why Esports are hard :P #SuperMarioOdyssey #NintendoSwitch https://t.co/vs6Mt0GMMF	false
salehh__h	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/wkFrl2KrrC	false
JenksSierra	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/fgoqTcNHKJ	false
kal0	Amazing gameplay.... #SuperMarioOdyssey #NintendoSwitch https://t.co/hHysZECGl3	false
YouOdysseyThis	RT @kal0: Amazing gameplay.... #SuperMarioOdyssey #NintendoSwitch https://t.co/hHysZECGl3	true
carelordsupreme	i love playing mario odyssey, an objectively easy game made for children and babies, and dying ten times per minute	false
stevew139	Thank you so much for playing my game. #SuperMarioOdyssey #NintendoSwitch https://t.co/Meoak92x8F	false
LuisZV	@LevelUPcom 1. The Legend of Zelda: Breath of the Wild 2. Super Mario Odyssey 3. Horizon Zero Dawn 4. Persona 5 5. Player Unknown's Battlegrounds	false
David_the_Wavid	RT @geoffkeighley: Nominees for @thegameawards Game of the Year are: Horizon Zero Dawn, Persona 5, @PLAYERUNKNOWN BattleGrounds, Super… 	true
regrgit8edbliss	Confirmed. #SuperMarioOdyssey #NintendoSwitch #Metroid https://t.co/hIil2SWVjO	false
xDPDx	RT @NichtSascha: I found a glitch in #SuperMarioOdyssey's 2 Player-mode that lets Cappy kill Mario when capturing a Piranha Plant.… 	true
Trogga98	Super Mario Odyssey is my pick for Best Score/Music @thegameawards - Live on December 7 https://t.co/VKirSu3pdn	false
FartsAreTasty	Super Mario Odyssey is my pick for Best Game Direction @thegameawards - Live on December 7 https://t.co/Xiv0Frx5Sn	false
valdenv	Starting the stream now! More Mario Odyssey, more water, more moons, more shenanigans! https://t.co/rqByWPyIbN	false
salehh__h	Super Mario Odyssey is my pick for Best Score/Music @thegameawards - Live on December 7 https://t.co/wkFrl2KrrC	false
Eriphram	The stream is getting started! Time to Play Super Mario Odyssey! https://t.co/Yxm7T49z1W	false
downhillgames0	@GingeraleDragon I mean hey, no game is perfect (minus Mario Odyssey) I enjoyed the multiplayer aspect a lot on Xbox so I’m excited to play it again	false
xngamer1	This is how to spin Cappy without shaking your controller. #SuperMarioOdyssey #NintendoSwitch https://t.co/mNjZARMGS8	false
LHyrulian	RT @troyofathens: when your girl finds that spot #SuperMarioOdyssey #NintendoSwitch https://t.co/bair7SShG6	true
frrisbueller	i can’t believe my sisters bf sold his nintendo switch i Need to play super mario odyssey	false
jacksononemicha	RT @GOFGN_ME: I added a video to a @YouTube playlist https://t.co/fWR8XddlaJ #10 Super Mario Odyssey lets play/gameplay/playthrough/walkthr…	true
LociceroA	@Nintendo this crap is hard enough without bullshit like this! #SuperMarioOdyssey #NintendoSwitch https://t.co/GwmceBMKHK	false
beastboy20914	RT @ZeldaMasterLuke: I highly doubt any of the other nominees, including Mario stand a chance against Breath of the Wild. If Breath of t… 	true
ShoppingUKHotNe	Amazon UK Hot News: #7: Super Mario Odyssey (Nintendo Switch) |  https://t.co/1q3Hvhy2uI	false
Genowhirl910	this was alarmingly difficult #SuperMarioOdyssey #NintendoSwitch https://t.co/mfdhCeWJjQ	false
ClunketyLunk	WHAT THE FUCK PEOPLE ARE CRAZY I COULD NEVER https://t.co/qWzci2scFJ	false
defendcrabcore_	RT @drypiss: ive been pooping for 30 minutes because of mario odyssey	true
TakkunYoshi1	RT @kiravera8: Mario Odyssey and BOTW outfit swap! #nintendo https://t.co/1Orr1LIIq0	true
therealdwhite	The princess playing Super Mario Odyssey on the Nintendo Switch. #nintendoswitch #supermarioodyssey #videogames https://t.co/aOCkvgm5eo	false
lastcooldude	I heard @ChadleyTheMovie's favorite thing about Super Mario Odyssey is you can posse a Human Man.	false
JKBSunshine	On the next episode of Hoarders... #SuperMarioOdyssey #NintendoSwitch https://t.co/AXUVNwybis	false
CainElyas	RT @Wario64: The Game Awards nominees: https://t.co/eXIgMNobMa GOTY nominees: • Zelda: Breath of the Wild • Super Mario Odyssey… 	true
MichaelTodd1999	I liked a @YouTube video https://t.co/VCLmwcRrLX PURE INNOVATION - SUPER MARIO ODYSSEY Part 1	false
xngamer1	You also can't get up classic Peaches castle #SuperMarioOdyssey #NintendoSwitch https://t.co/xn1NUQsDzf	false
monorai1	RT @EnemyCrabb: Luncheon Kingdom Freerun 14.12. Rank 7 #SuperMarioOdyssey #NintendoSwitch https://t.co/gvxpah94VC	true
CrazyBrazy4	@carlandjinger @NintendoAmerica My boy and I have played nearly everyday since its release!  #SuperMarioOdyssey	false
magentabliss	Yoo check out @nito_lr stream, he's now Live playing Super Mario Odyssey! #SuperMarioOddysey! #gaming #live #twitch https://t.co/s1fuaPMl7S	false
TheRealNivix	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
Chewbaccanator1	I liked a @YouTube video https://t.co/2VxY4QNa8l THE RING KEEPER - SUPER MARIO ODYSSEY Part 2	false
Brian_Smith85	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
MintChipper_	when it's 74 degrees in cali #SuperMarioOdyssey #NintendoSwitch https://t.co/a05XuGasum	false
CelsoL07	Super Mario Odyssey is my pick for Best Family Game @thegameawards - Live on December 7 https://t.co/GpHNmt1QFC	false
juanjimver	RT @NichtSascha: I found a glitch in #SuperMarioOdyssey's 2 Player-mode that lets Cappy kill Mario when capturing a Piranha Plant.… 	true
LexxxiLuxe	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/9y2HMZB1Vb	false
queen_piper_	RT @PatsJunior: #SuperMarioOdyssey #NintendoSwitch Aww don't worry lil buddy..... https://t.co/iI4dML4Cnq	true
TwitchRTCBot	RT @magentabliss: Yoo check out @nito_lr stream, he's now Live playing Super Mario Odyssey! #SuperMarioOddysey! #gaming #live #twitch https…	true
Ma064gamer	I liked a @YouTube video https://t.co/EvkfOERwir Hooktail is bacc!-Super Mario Odyssey #14	false
SyaoranQ8	RT @ExTheMan: https://t.co/nnGJeFvGI1 >nier isnt nominated >pubg is instead  kill me right now	true
NintendoOutsold	Ok let's talk tea. Super Mario odyssey and breathe of the wild lead in game of the year nominations. Nintendo outsold for real that's the tea I'm sorry I don't make the rules	false
ComicBookNOW	We KNEW there was something fishy about Cappy in Super Mario Odyssey for #NIntendoSwitch.  He can KILL Mario. https://t.co/bQyyIniBX5 https://t.co/F9VgHXUOfm	false
WWG	We KNEW there was something fishy about Cappy in Super Mario Odyssey for #NIntendoSwitch.  He can KILL Mario. https://t.co/hg72iICm78 https://t.co/HlnM896GHd	false
Pabis_01	It's 2017 don't get triggered! #SuperMarioOdyssey #NintendoSwitch https://t.co/tfXi9Rbz5d	false
YouOdysseyThis	RT @Pabis_01: It's 2017 don't get triggered! #SuperMarioOdyssey #NintendoSwitch https://t.co/tfXi9Rbz5d	true
lNAFANTASY	literally do not know how scott has time to play mario odyssey like he's in two music groups and making videos and writing/arranging and Still has free time how does he do it	false
GabesDman	I liked a @YouTube video https://t.co/g3IVEklMYe Super Mario Odyssey - 19	false
Rudy221	RT @WWG: We KNEW there was something fishy about Cappy in Super Mario Odyssey for #NIntendoSwitch.  He can KILL Mario.… 	true
EJ_Strypes	"Holy-a shit!! I'm-a frog!" #SuperMarioOdyssey #NintendoSwitch https://t.co/CWCxgikPRg	false
TheRealNivix	RT @YouTubeGaming: This deserves a power moon  Super Mario Odyssey (IN 148,777 DOMINOES!) by @DominoKing0197 → https://t.co/HBCoMRL51a http…	true
OatmealEFN	RT @Bunnynaut: I deposited 800 moons in one visit #SuperMarioOdyssey #NintendoSwitch https://t.co/ICuh0VRIuC	true
julianb21351683	RT @Pabis_01: It's 2017 don't get triggered! #SuperMarioOdyssey #NintendoSwitch https://t.co/tfXi9Rbz5d	true
JoesGitHubBlog	RT @NowWeAreNowhere: In Nintendo Switch Super Mario Odyssey inside the map that Hint Toad is seen holding, if you're able to look close… 	true
Serapis03	RT @SonicDahMario: *Puts Mario in a dumpster in Odyssey*  "Literally me..."  🔃86K    ❤️1295K	true
iamsnatched	RT @LazyVocalist: Honestly tbh if I'm honest Peach can pull off any look #SuperMarioOdyssey https://t.co/4jULuppz0o	true
KyleMedeiros8	RT @ComicBookNOW: We KNEW there was something fishy about Cappy in Super Mario Odyssey for #NIntendoSwitch.  He can KILL Mario.… 	true
salehh__h	Super Mario Odyssey is my pick for Best Action/Adventure Game @thegameawards - Live on December 7 https://t.co/wkFrl2KrrC	false
alonftbeca	@FelloWyatt, Did you finish the Mario Odyssey already?	false
AlyceElectrical	RT @ComicBookNOW: We KNEW there was something fishy about Cappy in Super Mario Odyssey for #NIntendoSwitch.  He can KILL Mario.… 	true
sorangecounty	man i wanna play mario odyssey	false
TrueRandomGamer	I liked a @YouTube video https://t.co/1r3Jc9TeUL Super Mario Odyssey Succeeds Thanks to a Four-Letter Word	false
monorai1	I'm going to stream learning the Super Mario Odyssey any% route! Come to https://t.co/PCGXeBZ0kj if you want to hang out, I'll be live soon!	false
Genowhirl910	Invisible wall :'( #SuperMarioOdyssey #NintendoSwitch https://t.co/RHf517bdqw	false
YouOdysseyThis	RT @Genowhirl910: Invisible wall :'( #SuperMarioOdyssey #NintendoSwitch https://t.co/RHf517bdqw	true
SamuraiNinjaV86	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/JCHxoSbFGG	false
Hirsutable	@NoahTheGamer29 Says the guy with a dozen Mario Odyssey posts a day :p	false
RafaelDB64	someone said that Shadow of War is better than Mario Odyssey... I CAN'T EVEN F***ING BREATH	false
Seathorne74	Nuce. Super Mario Odyssey kinda pulled together its horrible story right at the end of the main game. I still don’t understand the point of the Broodals. The story would make much more sense without them completely.	false
Trogga98	Super Mario Odyssey is my pick for Best Family Game @thegameawards - Live on December 7 https://t.co/VKirSu3pdn	false
bush1do_black	RT @MintChipper_: when it's 74 degrees in cali #SuperMarioOdyssey #NintendoSwitch https://t.co/a05XuGasum	true
EDiggyy	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
TDembinsky	RT @NichtSascha: I found a glitch in #SuperMarioOdyssey's 2 Player-mode that lets Cappy kill Mario when capturing a Piranha Plant.… 	true
bagelbug	RT @NintendoAmerica: Enjoying #SuperMarioOdyssey's Snapshot Mode? Send us your best in-game photos and we'll RT our favorites! https://t.co…	true
Tepigland	RT @aperez8696: I finally got to 100% Super Mario Odyssey! All Power Moons acquired to 999, got all purple coins, and all the outfi… 	true
Sofiane_Ayat	Super Mario Odyssey is my pick for Best Score/Music @thegameawards - Live on December 7 https://t.co/rSe6ruDwpv	false
MidniteofRandom	I liked a @YouTube video https://t.co/NRc0OnlHCQ Super WARIO Odyssey!! (Super Mario Odyssey Parody)	false
inspirationfor	RT @CrayZBees: Win 1 of 500 Nintendo Switch Console + New Super Mario Odyssey Video Game Prize Pack from @PostHoneycomb  Ends 3/31… 	true
J0N_Z0MBIE	Super Mario Odyssey is my pick for Best Family Game @thegameawards - Live on December 7 https://t.co/KxC07c1Ezh	false
RobRoberto1015q	RT @lazulelle: I drew Pauline from #SuperMarioOdyssey! A challenge limiting my color choices and I think it turned out great! 🎤🌆✨ https://t…	true
XxItsHim	test until correct (SPOILERS MARIO ODYSSEY): https://t.co/2Jib1gAczD via @YouTube	false
Patpeez12	RT @NichtSascha: I found a glitch in #SuperMarioOdyssey's 2 Player-mode that lets Cappy kill Mario when capturing a Piranha Plant.… 	true
tinylewdjerk	RT @youngmimitchi: only real gamers will understand.............................. #SuperMarioOdyssey #NintendoSwitch https://t.co/lyLQL4BmlQ	true
TallTreasure	RT @ComicBookNOW: We KNEW there was something fishy about Cappy in Super Mario Odyssey for #NIntendoSwitch.  He can KILL Mario.… 	true
ShlaneBleppi	yall #SuperMarioOdyssey #NintendoSwitch https://t.co/LoUWA0l2X2	false
KittyandTea	Are we talking GAME OF THE YEAR? my personal top five Breath of the Wild Super Mario Odyssey  Ohnowhatelsedidiplay  Uh Zelda	false
YouOdysseyThis	RT @ShlaneBleppi: yall #SuperMarioOdyssey #NintendoSwitch https://t.co/LoUWA0l2X2	true
salehh__h	Super Mario Odyssey is my pick for Best Family Game @thegameawards - Live on December 7 https://t.co/wkFrl2KrrC	false
PHenry1991	RT @NichtSascha: I found a glitch in #SuperMarioOdyssey's 2 Player-mode that lets Cappy kill Mario when capturing a Piranha Plant.… 	true
_ryankaplan	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/IhJVaJhCEN	false
PrinceSnivy24	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
SameLameUsernam	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
xngamer1	Most of the shake controller features can be replaced simply by pressing Y or X #SuperMarioOdyssey #NintendoSwitch https://t.co/XKe9drjBod	false
LPSquirtleKing	The GOTY nominees list that should have been  Cuphead Horizon Zero Dawn Mario Odyssey Nier: Automata Persona 5	false
scoopofcrispy	Over 500 Moons and counting in Mario Odyssey, time to get more! https://t.co/i3ahU5qci4	false
ramonontheweb	hard mode seems impossible #SuperMarioOdyssey #NintendoSwitch https://t.co/ogX834VAj4	false
LeoReynaJr	alright then ⚡️ “Cappy can kill Mario in this Mario Odyssey glitch”  https://t.co/fRtGUEaXOn	false
Frost_Tide	I liked a @YouTube video https://t.co/yFiR4jncPU super mario odyssey	false
joshfalc	#SuperMarioOdyssey #NintendoSwitch I dont think she's happy to see me... https://t.co/86tkCvVX0F	false
KristophSparda	RT @CHRONO_TERMINUS: STREAMING MORE MARIO ODYSSEY!! https://t.co/zigm2gHcD3	true
ChaosWarp	RT @ComicBookNOW: We KNEW there was something fishy about Cappy in Super Mario Odyssey for #NIntendoSwitch.  He can KILL Mario.… 	true
luktopius	RT @MistraLY64: An electrifying melody. #SuperMarioOdyssey #NintendoSwitch https://t.co/UZvaDR60rn	true
shaunedaniel	@josevillanueva I have a mario odyssey edition brand new unopened I’m looking to sell too	false
fars2011ksa	RT @AshHacks: Hey all, I think there's a chance #SuperMarioOdyssey will be finished tonight! Come join at https://t.co/xBCrn5dn8a… 	true
AwsumYojimbo19	My top 5 games of 2017 (no particular order) Persona 5 Super Mario Odyssey Breath of the Wild Injustice 2 Danganronpa 1.2 reload/V3	false
anthropneo	RT @NERDC0NFESSI0NS: Nerd Confessions Podcast S02E43: #SuperMarioOdyssey #AssasinsCreedOrigins #Podcast https://t.co/mbPJNNZGu4 https://t.c…	true
lauraroni	cappy giving mayor pauline all the sass #SuperMarioOdyssey #NintendoSwitch https://t.co/kwhBcR5dNg	false
ItzLuxrayYT	#SuperMarioOdyssey #NintendoSwitch @nintendolife #megamariojump awesome https://t.co/kEBblgDdYk	false
chimbledorf	RT @ChrisTheHoff: I dig the continuity. #SuperMarioOdyssey https://t.co/6FnxunERsO	true
sombra_shadowo	RT @NintendoAmerica: GamesBeat calls it “…another Mario all-time classic…” Don’t miss Super Mario Odyssey.	true
HiimZebra	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/WirHQtcPZm	false
FreakInASheet	RT @LiterallyKagome: Curses, @FreakInASheet #SuperMarioOdyssey #NintendoSwitch https://t.co/gVJqjlJqch	true
joshfalc	#SuperMarioOdyssey #NintendoSwitch Mario reeaalllyy needs the coins https://t.co/OAzWHqoEiG	false
skeletonspooky1	RT @Cowctus: GOTY Awards:  Zelda Mario Odyssey PUBG Persona 5 Horizon Zero Dawn  >PUBG >Horizon >Nier nowhere to be found https://t.co/Nc73…	true
HashySSB	kinda wanna get all 999 moons on Mario odyssey kinda wanna go get some cheesecake	false
heyitsmaple	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
misozinahito	Super Mario Odyssey is my pick for Best Audio Design @thegameawards - Live on December 7 https://t.co/n3CiN0AQvB	false
kithkanans	RT @magatsula: you know what? matter of fact? put noctis in every single game Mario Caelum Odyssey 8 Grand Theft Insomnia Animal C… 	true
dantarion	@DannyBazookaBoi @Garrettcube @Chadtronic Also, the odyssey runs on moons that apparently enable space travel and are just laying around all over the place, mario gets spaceship fuel for sitting next to a dude on a bench. So maybe space taxis arent that big of a stretch	false
justintyme	I liked a @YouTube video https://t.co/jiGG3K7eye Super Mario Odyssey: Starting an Episode - PART 13 - Game Grumps	false
waxtron	This game looks completely amazing. I wish I wasn’t broke AF. https://t.co/4WnWIltGZO	false
_BrookeByers	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/C5byqL8T8E	false
JAlexanderL	Check out the 3D printed SMO Moon https://t.co/3RmylFKgNJ via @shapeways #Moon #NintendoSwitch #SuperMario #SuperMarioOdyssey #3DModeling #3DPrinting	false
hg22088_	RT @Xbox_Addictt: Who wins it for you? https://t.co/mXXgkjK4EH	true
jayalexiss_	now im tryna get super mario odyssey	false
Kuchy_Mayne	RT @NintendoAmerica: GamesBeat calls it “…another Mario all-time classic…” Don’t miss Super Mario Odyssey.	true
GamingFan321	MARIO ODYSSEY! An amazing 3D Mario that mixed nostalgic vibes with fresh new concepts to make an incredible game - Mario Oddyssey is definitely GOTY in my opinion https://t.co/f6lj9ZsiIF	false
useurtools	I liked a @YouTube video https://t.co/xjNDWhmlra Riding the Super Mario Odyssey Coaster Planet Coaster	false
OriBlind_Forest	Little man? really? I mean really? *laughing* :D #SuperMarioOdyssey https://t.co/PEIsyk1JEq	false
foxuzamaki	RT @Wario64: The Game Awards nominees: https://t.co/eXIgMNobMa GOTY nominees: • Zelda: Breath of the Wild • Super Mario Odyssey… 	true
MultiDuckify	I liked a @YouTube video https://t.co/Tdm5wgVsTd THE RING KEEPER - SUPER MARIO ODYSSEY Part 2	false
GeekWeeklyReal	I liked a @YouTube video https://t.co/JMwvVtHWQe SUPER MARIO ODYSSEY (Honest Game Trailers)	false
ThunderChanter	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
DirtyDan456	Speedrun strat?                                                 #SuperMarioOdyssey #NintendoSwitch https://t.co/IrQ0Khitje	false
jubilifes	@vikavolts Wtf gamestop let me 'preorder' mario odyssey like. 2 hours before their midnight launch	false
SmilingLight04	[1:37:08] Super Mario Odyssey any% NEW PB: https://t.co/xKgLhpiDPa via @YouTube	false
Leviathan4444	RT @CensoredGaming_: Sometimes games will be given much higher age ratings over in Japan, despite the content being the same as in the W… 	true
TheRealMastet	RT @NintendoAmerica: Mario gets a new ally in his latest globe-trotting adventure. Meet Cappy in #SuperMarioOdyssey on #NintendoSwitch!	true
gabbypicca	RT @NinSwitchNews: 「RT & Follow」 We teamed up w/ @AbdallahNATION for a #NintendoSwitch + #SuperMarioOdyssey #GIVEAWAY!  【 Enter here →… 	true
BraydenSwart	RT @NichtSascha: I found a glitch in #SuperMarioOdyssey's 2 Player-mode that lets Cappy kill Mario when capturing a Piranha Plant.… 	true
NeioGio	Super Mario Odyssey. Mario Kart 8. Splatoon 2. TLOZ: Breath of The Wild. Soon, Metroid Prime 4. Kirby. Yoshi's Island. Pokémon. The Switch is good.  . . . . . . . . . Please don't make a Switch XL or a Switch 2 for a long time, @Nintendo or @NintendoAmerica. My wallet thanks you.	false
MsPeachyPear	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
LifeSSBM	I love this game #SuperMarioOdyssey #NintendoSwitch https://t.co/iS2nW17TEX	false
catman69420	fav part of the run   #SuperMarioOdyssey #NintendoSwitch https://t.co/nS2CpmzJLd	false
AlchemistGira	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
WDoheny76	@TheSamethyst You while playing Super Mario Odyssey. 🤣 https://t.co/Gj18UxQE18	false
Summer_NewType	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/G0pv6rYowA	false
ewzzy	ever closer #SuperMarioOdyssey #NintendoSwitch https://t.co/TLccMIAl2c	false
DarkMatterLuigi	I liked a @YouTube video https://t.co/U0T3pyQ8aE Super Mario Odyssey - All Minigames	false
Genowhirl910	This kingdom might be my favorite in terms of aesthetic #SuperMarioOdyssey #NintendoSwitch https://t.co/ULK6FbGuIA	false
kinaimpatro4	RT @NinSwitchNews: 「RT & Follow」 We teamed up w/ @AbdallahNATION for a #NintendoSwitch + #SuperMarioOdyssey #GIVEAWAY!  【 Enter here →… 	true
Scenpaii	RT @NichtSascha: I found a glitch in #SuperMarioOdyssey's 2 Player-mode that lets Cappy kill Mario when capturing a Piranha Plant.… 	true
MacLaineGrey	speedrun yuh #SuperMarioOdyssey #NintendoSwitch https://t.co/XM8DfAUZSd	false
DynamicLexi	RT @mrfeelswildride: adult mario fans need to let the 'MARIO IS FROM BROOKLYN' shit go  odyssey was the final nail in that particular coffin	true
hg22088_	@Xbox_Addictt Mario Odyssey is going probably going to win. I love Super Lucky's Tale, Sonic Forces and Mario Odyssey.	false
PokeLP5000	RT @2FaSt4U_UU: I DID IT (technicaly) #SuperMarioOdyssey #NintendoSwitch https://t.co/oTJu54wnwX	true
SuperMarioT_YT	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/OWZ4GWAlFY	false
3drenderbot	RT @JAlexanderL: Check out the 3D printed SMO Moon https://t.co/3RmylFKgNJ via @shapeways #Moon #NintendoSwitch #SuperMario… 	true
zachishere14	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
MikeeMadness	Watching Brian play Mario Odyssey is my only hobby	false
Clement1194	Almost Mario.  #SuperMarioOdyssey #NintendoSwitch https://t.co/BlyXiHPmYV	false
AquaFae	He freaks me out a little... #SuperMarioOdyssey #NintendoSwitch https://t.co/EJCPa0qG58	false
NibrocRock	RT @dreamcasterguy: As a gift for my friend @NibrocRock I decided to make him a what if Odyssey inspired Paper Mario, most likely gonna… 	true
ColinPadrius	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/FGnSxZnTEE	false
Voxxyvix	hes dead #SuperMarioOdyssey #NintendoSwitch https://t.co/Uddg3xRlbs	false
bamurcanadian	This level took me sooooo long @THEKOOLAIDMAN16 #SuperMarioOdyssey #NintendoSwitch https://t.co/drk5cjmQS8	false
JenksSierra	Super Mario Odyssey is my pick for Best Audio Design @thegameawards - Live on December 7 https://t.co/fgoqTcNHKJ	false
maskedgaming_	RT @megturney: Look at me in my damn face: If PUBG doesn’t win, we riot. I’ll be the short brunette in a level 3 helmet. 🔥🔥🔥 https://t.co/T…	true
MGSVDiamondDogs	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
SquidlyPoli1	RT @dreamcasterguy: As a gift for my friend @NibrocRock I decided to make him a what if Odyssey inspired Paper Mario, most likely gonna… 	true
TrentSinclaire	RT @NichtSascha: I found a glitch in #SuperMarioOdyssey's 2 Player-mode that lets Cappy kill Mario when capturing a Piranha Plant.… 	true
PKSparkxx	I liked a @YouTube video https://t.co/0DlBlqMEpB Super Mario Odyssey w/ @PKSparkxx! - #30 | "Mother Nature Strikes Back!" (Gameplay	false
